"id","namn","nyval_tillatet","adresser.adressid","adresser.adressrad","adresser.postnummer","adresser.postort","adresser.koordinater.latitud","adresser.koordinater.longitud","adresser.koordinater.north","adresser.koordinater.east","datum"
10072189,"Enrival AB",FALSE,336826,Storgatan 81,38337,Mönsterås,57.047882,16.444933,6323644,587660,"2023-11-29"
10072189,"Enrival AB",FALSE,331976,Biogränd 7,57230,Oskarshamn,57.26458,16.44559,6347764,587189,"2023-11-29"
10072190,"Enrival AB",FALSE,331979,Rådhusgatan 58,83134,Östersund,63.17361,14.640846,7004983,481916,"2023-11-29"
10072192,"Enrival AB",FALSE,331982,Sjögatan 5,59130,Motala,58.5359,15.034934,6488377,502034,"2023-11-29"
10072192,"Enrival AB",FALSE,331983,Hertig Karlsgatan 2,58221,Linköping,58.41789,15.61921,6475403,536173,"2023-11-29"
10072193,"Enrival AB",FALSE,331984,Bergsmansgatan 1,69131,Karlskoga,59.32702,14.522113,6576564,472805,"2023-11-29"
10072194,"A-Karriär Sweden AB",FALSE,336904,Sjögatan 30,61333,Oxelösund,58.675335,17.114151,6505834,622592,"2023-11-29"
10072194,"A-Karriär Sweden AB",FALSE,331985,Tingshusplatsen 2,61132,Nyköping,58.754955,17.001066,6514495,615771,"2023-11-29"
10072195,"Enrival AB",FALSE,331988,Kungsgatan 5,43245,Varberg,57.109005,12.2510805,6332874,333524,"2023-11-29"
10072195,"Enrival AB",FALSE,331989,Kvarngatan 2,31132,Falkenberg,56.89843,12.49417,6308876,347381,"2023-11-29"
10072195,"Enrival AB",FALSE,332001,Strandgatan 1,30245,Halmstad,56.66845,12.85981,6282527,368846,"2023-11-29"
10072195,"Enrival AB",FALSE,331990,Östertullsgatan 12,31230,Laholm,56.51157,13.043919,6264732,379629,"2023-11-29"
10072196,"Jobbträffen Sverige AB",FALSE,331992,Byängsgränd 14,12040,Årsta,59.28817,18.053507,6576127,673924,"2023-11-29"
10072197,"A-Karriär Sweden AB",FALSE,331994,Västra Långgatan 1,73132,Köping,59.51297,15.992852,6597593,556190,"2023-11-29"
10072197,"A-Karriär Sweden AB",FALSE,331993,Stora Gatan 44,72212,Västerås,59.609043,16.541967,6608883,587015,"2023-11-29"
10072198,"AB AlphaCE Rusta och matcha",FALSE,331995,Håstaholmen 2,82444,Hudiksvall,61.71811,17.10211,6844573,611105,"2023-11-29"
10072198,"AB AlphaCE Rusta och matcha",FALSE,336748,Centralgatan 3,82530,Iggesund,61.642406,17.077656,6836102,610082,"2023-11-29"
10072199,"Jobbträffen Sverige AB",FALSE,331996,Borgvägen 1,14568,Norsborg,59.244473,17.822018,6570682,660950,"2023-11-29"
10072202,"Enrival AB",FALSE,332002,Hollandsgatan 5,44250,Ytterby,57.86422,11.927086,6417734,317713,"2023-11-29"
10072203,"A-Karriär Sweden AB",FALSE,336311,Östra Storgatan 22,29132,Kristianstad,56.03205,14.154775,6209969,447330,"2023-11-29"
10072203,"A-Karriär Sweden AB",FALSE,336312,Norra Stationsgatan 8A,28148,Hässleholm,56.15766,13.760821,6224318,423032,"2023-11-29"
10072204,"Trim tab AB",FALSE,332006,Drottninggatan 18,80320,Gävle,60.67435,17.14325,6728426,617090,"2023-11-29"
10072206,"Trim tab AB",FALSE,336707,Lövgatan 3,28138,Hässleholm,56.15956,13.767215,6224523,423433,"2023-11-29"
10072208,"Enrival AB",FALSE,332017,Sparbanksgatan 4F,79331,Leksand,60.73096,14.996168,6732821,499791,"2023-11-29"
10072208,"Enrival AB",FALSE,332016,Sveagatan 6,78433,Borlänge,60.486095,15.432198,6705626,523752,"2023-11-29"
10072208,"Enrival AB",FALSE,333218,Åsgatan 41,79171,Falun,60.6085,15.629107,6719346,534443,"2023-11-29"
10072209,"A-Karriär Sweden AB",FALSE,332019,Linjegatan 3,30250,Halmstad,56.662148,12.879766,6281788,370047,"2023-11-29"
10072210,"Enrival AB",FALSE,332023,Storgatan 13,51433,Tranemo,57.485264,13.35438,6372600,401343,"2023-11-29"
10072210,"Enrival AB",FALSE,336387,Kindsvägen 12,51250,Svenljunga,57.495132,13.110413,6374079,386749,"2023-11-29"
10072210,"Enrival AB",FALSE,332022,Varbergsvägen 67,51161,Skene,57.491604,12.648126,6374552,359035,"2023-11-29"
10072210,"Enrival AB",FALSE,332024,Fabriksgatan 11,50338,Borås,57.717518,12.942586,6399122,377443,"2023-11-29"
10072211,"Enrival AB",FALSE,332027,Sjukhusgatan 11,33230,Gislaved,57.30427,13.537089,6352204,411862,"2023-11-29"
10072211,"Enrival AB",FALSE,332026,Hattmakaregatan 1,33130,Värnamo,57.185726,14.038993,6338470,441913,"2023-11-29"
10072211,"Enrival AB",FALSE,332025,Köpmansgatan 10,33530,Gnosjö,57.357807,13.731495,6357928,423685,"2023-11-29"
10072212,"Enrival AB",FALSE,332028,Kungsgatan 11,77430,Avesta,60.145103,16.172527,6668149,565112,"2023-11-29"
10072212,"Enrival AB",FALSE,332029,Åsgatan 62,77631,Hedemora,60.278023,15.984967,6682781,554476,"2023-11-29"
10072213,"Enrival AB",FALSE,336354,Moragatan 13B,79230,Mora,61.004486,14.540441,6763374,475148,"2023-11-29"
10072214,"Enrival AB",FALSE,337204,Torget 4,27330,Tomelilla,55.54436,13.953057,6155868,433940,"2023-11-29"
10072214,"Enrival AB",FALSE,332031,Mossgatan 1,27235,Simrishamn,55.559288,14.33907,6157230,458312,"2023-11-29"
10072214,"Enrival AB",FALSE,332033,Industrigatan 5,27139,Ystad,55.43443,13.829913,6143759,425964,"2023-11-29"
10072215,"Enrival AB",FALSE,332035,Järnvägsgatan 24,66730,Forshaga,59.53036,13.48034,6600093,414043,"2023-11-29"
10072215,"Enrival AB",FALSE,332037,Assemblégatan 12,68131,Kristinehamn,59.30852,14.10989,6574745,449320,"2023-11-29"
10072215,"Enrival AB",FALSE,332034,Lagergrens gata 2,65226,Karlstad,59.37399,13.50912,6582646,415281,"2023-11-29"
10072216,"A-Karriär Sweden AB",FALSE,332043,Johan Kocksgatan 42,23153,Trelleborg,55.376366,13.171406,6138196,384132,"2023-11-29"
10072216,"A-Karriär Sweden AB",FALSE,332039,Stadiongatan 65,21762,Malmö,55.58496,12.975192,6161749,372377,"2023-11-29"
10072216,"A-Karriär Sweden AB",FALSE,332441,Olof Palmes Plats 1,21444,Malmö,55.59114,13.02078,6162354,375269,"2023-11-29"
10072217,"Enrival AB",FALSE,337194,Drottninggatan 11,64130,Katrineholm,58.99392,16.204424,6539999,569207,"2023-11-29"
10072217,"Enrival AB",FALSE,332044,Åsegatan 13,64237,Flen,59.061234,16.594194,6547961,591422,"2023-11-29"
10072217,"Enrival AB",FALSE,332045,Smedjegatan 34,63220,Eskilstuna,59.37093,16.50625,6582325,585600,"2023-11-29"
10072218,"Enrival AB",FALSE,332050,Kungsgatan 11,28531,Markaryd,56.461655,13.596742,6258345,413531,"2023-11-29"
10072218,"Enrival AB",FALSE,332049,Bergagatan 16,34130,Ljungby,56.835545,13.940462,6299580,435353,"2023-11-29"
10072219,"Enrival AB",FALSE,337146,Hallströmsgatan 7,59331,Västervik,57.753513,16.642933,6402454,597773,"2023-11-29"
10072220,"Enrival AB",FALSE,332052,Engelbrektsgatan 57,73830,Norberg,60.063282,15.924739,6658819,551480,"2023-11-29"
10072220,"Enrival AB",FALSE,332053,Stationsvägen 12,73740,Fagersta,60.0037,15.793036,6652088,544228,"2023-11-29"
10072221,"RYS Jobb & Rekrytering AB",FALSE,332054,Apoteksvägen 8,74142,Knivsta,59.7259,17.79,6624186,656875,"2023-11-29"
10072222,"Arcus Utbildning & Jobbförmedling AB",FALSE,336958,Skaraborgsvägen 21,50630,Borås,57.72785,12.939339,6400278,377285,"2023-11-29"
10072223,"RYS Jobb & Rekrytering AB",FALSE,332059,Byttgränd 13,90627,Umeå,63.857834,20.33556,7092137,762067,"2023-11-29"
10072224,"Arcus Utbildning & Jobbförmedling AB",FALSE,332080,Sandgatan 1A,64145,Katrineholm,58.997395,16.211649,6540393,569615,"2023-11-29"
10072224,"Arcus Utbildning & Jobbförmedling AB",FALSE,332796,Brogatan 11,64432,Torshälla,59.42021,16.476398,6587774,583782,"2023-11-29"
10072224,"Arcus Utbildning & Jobbförmedling AB",FALSE,332060,Smedjegatan 34,63220,Eskilstuna,59.370926,16.506252,6582324,585600,"2023-11-29"
10072224,"Arcus Utbildning & Jobbförmedling AB",FALSE,333470,Götgatan 2A,64237,Flen,59.0586,16.58984,6547662,591179,"2023-11-29"
10072225,"A-Karriär Sweden AB",FALSE,332061,Östra Mårtensgatan 19,22361,Lund,55.701527,13.200331,6174329,386902,"2023-11-29"
10072226,"RYS Jobb & Rekrytering AB",FALSE,336927,Vendevägen 89,18232,Danderyd,59.395145,18.051691,6588026,673274,"2023-11-29"
10072226,"RYS Jobb & Rekrytering AB",FALSE,333824,Gjutarplan 15,17671,Järfälla,59.4542,17.80743,6593988,659133,"2023-11-29"
10072226,"RYS Jobb & Rekrytering AB",FALSE,336749,Gustav III:s Boulevard 42,16973,Solna,59.37317,18.01662,6585490,671395,"2023-11-29"
10072226,"RYS Jobb & Rekrytering AB",FALSE,332062,Kanalvägen 17,18338,Täby,59.43352,18.056738,6592310,673364,"2023-11-29"
10072227,"A-Karriär Sweden AB",FALSE,332071,Järnvägsgatan 55,25225,Helsingborg,56.040375,12.699116,6212961,356663,"2023-11-29"
10072227,"A-Karriär Sweden AB",FALSE,332069,Landskronavägen 7A,25232,Helsingborg,56.01896,12.728648,6210517,358424,"2023-11-29"
10072227,"A-Karriär Sweden AB",FALSE,335709,Östergatan 22,26231,Ängelholm,56.245018,12.865793,6235398,367749,"2023-11-29"
10072227,"A-Karriär Sweden AB",FALSE,332076,Säbygatan 16,26133,Landskrona,55.87431,12.831917,6194216,364355,"2023-11-29"
10072228,"RYS Jobb & Rekrytering AB",FALSE,335859,Stockholmsvägen 33,18133,Lidingö,59.364864,18.126455,6584854,677676,"2023-11-29"
10072228,"RYS Jobb & Rekrytering AB",FALSE,332075,Agavägen 52a,18155,Lidingö,59.345703,18.155401,6582799,679421,"2023-11-29"
10072228,"RYS Jobb & Rekrytering AB",FALSE,332074,Ekbacksvägen 28,16869,Bromma,59.345474,17.965134,6582276,668608,"2023-11-29"
10072229,"RYS Jobb & Rekrytering AB",FALSE,334346,Scheelevägen 41,14731,Tumba,59.194153,17.8151,6565065,660792,"2023-11-29"
10072229,"RYS Jobb & Rekrytering AB",FALSE,332078,Utbildningsvägen 2,14740,Tumba,59.20196,17.8376,6565988,662039,"2023-11-29"
10072229,"RYS Jobb & Rekrytering AB",FALSE,336779,Träffgatan 2,13644,Handen,59.174675,18.162771,6563788,680744,"2023-11-29"
10072230,"Arcus Utbildning & Jobbförmedling AB",FALSE,332081,Västra Trädgårdsgatan 39,61132,Nyköping,58.751717,17.006872,6514145,616117,"2023-11-29"
10072231,"RYS Jobb & Rekrytering AB",FALSE,332082,Hävertgatan 29,25442,Helsingborg,56.05987,12.708502,6215111,357320,"2023-11-29"
10072232,"RYS Jobb & Rekrytering AB",FALSE,335737,Sankt Johannesgatan 2,21146,Malmö,55.594326,12.999934,6162746,373966,"2023-11-29"
10072232,"RYS Jobb & Rekrytering AB",FALSE,332084,Terminalgatan 20,23539,Vellinge,55.457973,13.019253,6147540,374751,"2023-11-29"
10072233,"Arcus Utbildning & Jobbförmedling AB",FALSE,332085,Slaggatan 13,79171,Falun,60.60839,15.62806,6719334,534386,"2023-11-29"
10072233,"Arcus Utbildning & Jobbförmedling AB",FALSE,336059,Skomakargatan 18,78170,Borlänge,60.48433,15.412209,6705423,522655,"2023-11-29"
10072233,"Arcus Utbildning & Jobbförmedling AB",FALSE,336510,Fabriksgatan 1,78330,Säter,60.344677,15.761421,6690041,542027,"2023-11-29"
10072234,"A-Karriär Sweden AB",FALSE,332090,Kyrkogatan 25,27434,Skurup,55.479824,13.503001,6149206,405389,"2023-11-29"
10072235,"AB Coachgruppen Strömbergs",FALSE,336258,Livdjursgatan 4,12162,Johanneshov,59.292477,18.074781,6576662,675113,"2023-11-29"
10072235,"AB Coachgruppen Strömbergs",FALSE,335550,Katarinavägen 15,11645,Stockholm,59.319237,18.07533,6579641,675006,"2023-11-29"
10072235,"AB Coachgruppen Strömbergs",FALSE,332091,Arenavägen 33,12177,Johanneshov,59.295113,18.080315,6576969,675414,"2023-11-29"
10072236,"Arcus Utbildning & Jobbförmedling AB",FALSE,332093,Åsgatan 78,77631,Hedemora,60.275776,15.986984,6682533,554591,"2023-11-29"
10072236,"Arcus Utbildning & Jobbförmedling AB",FALSE,332092,Kungsgatan 7,77430,Avesta,60.14482,16.17424,6668119,565208,"2023-11-29"
10072237,"Montico Rekrytering AB",FALSE,332096,Kungsvägen 67,59541,Mjölby,58.327045,15.126015,6465129,507381,"2023-11-29"
10072238,"Montico Rekrytering AB",FALSE,332097,Sjöcronas gata 3,29153,Kristianstad,56.026535,14.167582,6209345,448120,"2023-11-29"
10072239,"Montico Rekrytering AB",FALSE,332098,Kungsgatan 1B,35230,Växjö,56.87748,14.808039,6303764,488300,"2023-11-29"
10072240,"Montico Rekrytering AB",FALSE,332099,Ståthögavägen 48,60223,Norrköping,58.608585,16.169924,6497061,567974,"2023-11-29"
10072241,"Montico Rekrytering AB",FALSE,332100,Stortorget 3,57432,Vetlanda,57.426735,15.086242,6364893,505179,"2023-11-29"
10072242,"Montico Rekrytering AB",FALSE,332101,Ronnebygatan 42,37133,Karlskrona,56.16236,15.58611,6224305,536401,"2023-11-29"
10072242,"Montico Rekrytering AB",FALSE,332102,Vällaregatan 22,29338,Olofström,56.28246,14.515781,6237623,470021,"2023-11-29"
10072243,"Montico Rekrytering AB",FALSE,332103,Vislandavägen 11,34138,Ljungby,56.82959,13.9524,6298906,436071,"2023-11-29"
10072243,"Montico Rekrytering AB",FALSE,332104,Eriksgatan 1,34330,Älmhult,56.552002,14.138337,6267851,447029,"2023-11-29"
10072244,"Montico Rekrytering AB",FALSE,332105,Västra Vägen 14,57341,Tranås,58.03954,14.972492,6433113,498376,"2023-11-29"
10072246,"Manpower Matchning AB",FALSE,332108,Göteborgsvägen 3,44330,Lerum,57.76704,12.2645,6406061,337285,"2023-11-29"
10072246,"Manpower Matchning AB",FALSE,332110,Göteborgsvägen 74,43363,Sävedalen,57.73268,12.0727,6402715,325715,"2023-11-29"
10072246,"Manpower Matchning AB",FALSE,332109,Åby Arenaväg 8,43162,Mölndal,57.64888,12.003332,6393572,321174,"2023-11-29"
10072247,"Manpower Matchning AB",FALSE,333045,Österängsvägen 2A,55463,Jönköping,57.784492,14.234615,6404975,454488,"2023-11-29"
10072247,"Manpower Matchning AB",FALSE,332111,Södra Strandgatan 3,55321,Jönköping,57.78218,14.169845,6404763,450633,"2023-11-29"
10072248,"Manpower Matchning AB",FALSE,332112,Östra Storgatan 44,29131,Kristianstad,56.028603,14.157697,6209583,447507,"2023-11-29"
10072249,"Manpower Matchning AB",FALSE,336378,Fabrikstorget 1,41250,Göteborg,57.70687,11.99268,6400052,320825,"2023-11-29"
10072249,"Manpower Matchning AB",FALSE,332113,Lisa Sass gata 1,42253,Hisings Backa,57.75021,11.989525,6404883,320851,"2023-11-29"
10072250,"Manpower Matchning AB",FALSE,333044,Ystadvägen 17,21430,Malmö,55.581993,13.010611,6161354,374599,"2023-11-29"
10072250,"Manpower Matchning AB",FALSE,332116,Södergatan 24,21136,Malmö,55.60429,13.00173,6163851,374111,"2023-11-29"
10072251,"Manpower Matchning AB",FALSE,332117,Bredgatan 1,30245,Halmstad,56.67002,12.86053,6282701,368896,"2023-11-29"
10072251,"Manpower Matchning AB",FALSE,332118,Östra Vallgatan 28,43241,Varberg,57.10687,12.254607,6332628,333728,"2023-11-29"
10072252,"Manpower Matchning AB",FALSE,332119,Trädgårdsgatan 15B,54130,Skövde,58.38873,13.85012,6472565,432772,"2023-11-29"
10072252,"Manpower Matchning AB",FALSE,332120,Fredriksbergsvägen 1B,52147,Falköping,58.1701,13.558604,6448554,415209,"2023-11-29"
10072253,"Mon Avenue AB",FALSE,337196,Gesällgatan 5,30255,Halmstad,56.658836,12.895505,6281390,371000,"2023-11-29"
10072254,"AB Coachgruppen Strömbergs",FALSE,332127,Slottsgatan 27,72211,Västerås,59.609566,16.541685,6608940,586998,"2023-11-29"
10072255,"AB Coachgruppen Strömbergs",FALSE,336997,Bergsbrunnagatan 22,75323,Uppsala,59.856724,17.662558,6638452,649126,"2023-11-29"
10072255,"AB Coachgruppen Strömbergs",FALSE,337073,Fabriksgatan 1A,81540,Tierp,60.34834,17.508936,6692841,638446,"2023-11-29"
10072256,"AB Coachgruppen Strömbergs",FALSE,336572,Kungsgatan 6,63220,Eskilstuna,59.37008,16.516047,6582243,586159,"2023-11-29"
10072257,"AB Coachgruppen Strömbergs",FALSE,337059,Tuna Torg 3,18631,Vallentuna,59.534042,18.078115,6603552,674058,"2023-11-29"
10072257,"AB Coachgruppen Strömbergs",FALSE,332188,Raisiogatan 1,19530,Märsta,59.618896,17.85642,6612436,661121,"2023-11-29"
10072257,"AB Coachgruppen Strömbergs",FALSE,332187,Johanneslundsvägen 12,19461,Upplands Väsby,59.506344,17.922457,6600072,665395,"2023-11-29"
10072257,"AB Coachgruppen Strömbergs",FALSE,332130,ANIARAPLATSEN 4,19147,Sollentuna,59.42686,17.952433,6591301,667484,"2023-11-29"
10072258,"AB Coachgruppen Strömbergs",FALSE,332131,Elektronvägen 1,14149,Huddinge,59.221924,17.954124,6568499,668592,"2023-11-29"
10072258,"AB Coachgruppen Strömbergs",FALSE,332177,Forumvägen 14,13153,Nacka,59.309914,18.164091,6578840,680104,"2023-11-29"
10072258,"AB Coachgruppen Strömbergs",FALSE,332182,Brantvägen 3,13342,Saltsjöbaden,59.29545,18.259687,6577493,685622,"2023-11-29"
10072258,"AB Coachgruppen Strömbergs",FALSE,332183,Sickla industriväg 3,13154,Nacka,59.303974,18.11965,6578060,677607,"2023-11-29"
10072259,"Trim tab AB",FALSE,332134,Bangårdsgatan 13,75320,Uppsala,59.857742,17.644909,6638526,648134,"2023-11-29"
10072264,"Karriärkonsulten Sverige AB",FALSE,332340,Smedjegatan 34,63220,Eskilstuna,59.370926,16.506252,6582324,585600,"2023-11-29"
10072265,"Akadeva AB",FALSE,332149,Repslagaregatan 19,60225,Norrköping,58.589306,16.191904,6494938,569289,"2023-11-29"
10072266,"Akadeva AB",FALSE,332150,Nygatan 20B,70211,Örebro,59.270878,15.210098,6570234,511976,"2023-11-29"
10072267,"Akadeva AB",FALSE,332151,Hantverkargatan 5,72212,Västerås,59.610508,16.545345,6609050,587202,"2023-11-29"
10072268,"Akadeva AB",FALSE,332152,Valthornsvägen 3b,75650,Uppsala,59.81134,17.628714,6633325,647432,"2023-11-29"
10072269,"Akadeva AB",FALSE,332153,Malmvägen 14C,19160,Sollentuna,59.427258,17.944866,6591327,667053,"2023-11-29"
10072270,"Akadeva AB",FALSE,332154,Sveavägen 10B,73747,Fagersta,60.00573,15.7915535,6652313,544143,"2023-11-29"
10072275,"AB Arbetskonsulterna i Sverige",FALSE,332173,Kvarnbergagatan 12,15136,Södertälje,59.20238,17.619726,6565526,649600,"2023-11-29"
10072275,"AB Arbetskonsulterna i Sverige",FALSE,332174,Fittja Torg 21,14551,Norsborg,59.248417,17.85983,6571213,663087,"2023-11-29"
10072275,"AB Arbetskonsulterna i Sverige",FALSE,332175,Tomtbergavägen 3,14568,Norsborg,59.244762,17.826551,6570725,661207,"2023-11-29"
10072276,"AB Taktik Sweden",FALSE,336925,Zenitgatan 20,41521,Göteborg,57.74917,12.071857,6404552,325744,"2023-11-29"
10072276,"AB Taktik Sweden",FALSE,332176,Åvägen 24,41251,Göteborg,57.70001,11.993496,6399287,320839,"2023-11-29"
10072276,"AB Taktik Sweden",FALSE,336230,Wadköpingsgatan 155,42251,Hisings Backa,57.746326,11.966677,6404511,319473,"2023-11-29"
10072279,"AB Arbetskonsulterna i Sverige",FALSE,332186,Ynglingavägen 1,17757,Järfälla,59.424973,17.833895,6590799,660771,"2023-11-29"
10072280,"AB Coachgruppen Strömbergs",FALSE,332189,Klostergatan 15,70361,Örebro,59.275795,15.212472,6570782,512109,"2023-11-29"
10072283,"Finderz AB",FALSE,332193,Scheelegatan 9,21228,Malmö,55.598324,13.037787,6163123,376364,"2023-11-29"
10072284,"Finderz AB",FALSE,332194,Bredgatan 11,25225,Helsingborg,56.038193,12.698532,6212719,356619,"2023-11-29"
10072285,"AB Taktik Sweden",FALSE,334532,Storgatan 35,87130,Härnösand,62.63324,17.94022,6948163,650757,"2023-11-29"
10072285,"AB Taktik Sweden",FALSE,334530,Terminalvägen 14,86136,Timrå,62.49609,17.33217,6931616,620143,"2023-11-29"
10072285,"AB Taktik Sweden",FALSE,332195,Badhusparken 1,85234,Sundsvall,62.39319,17.30083,6920100,618937,"2023-11-29"
10072286,"Trim tab AB",FALSE,332202,Handenterminalen 5,13640,Handen,59.167473,18.135607,6562913,679230,"2023-11-29"
10072286,"Trim tab AB",FALSE,335893,Elektronvägen 1,14149,Huddinge,59.221924,17.954124,6568499,668592,"2023-11-29"
10072286,"Trim tab AB",FALSE,332201,Telivägen 2,14941,Nynäshamn,58.9125,17.954157,6534066,670118,"2023-11-29"
10072286,"Trim tab AB",FALSE,336530,Fisksätra torg 20,13341,Saltsjöbaden,59.293423,18.257294,6577261,685497,"2023-11-29"
10072286,"Trim tab AB",FALSE,336555,Köpmangatan 14,15171,Södertälje,59.19772,17.62765,6565025,650073,"2023-11-29"
10072287,"Trim tab AB",FALSE,332207,Vällingby torg 18-24,16265,Vällingby,59.36263,17.87239,6583954,663254,"2023-11-29"
10072287,"Trim tab AB",FALSE,337155,Telefonvägen 30,12626,Hägersten,59.29798,17.99154,6577058,670347,"2023-11-29"
10072287,"Trim tab AB",FALSE,332205,Arenavägen 33,12177,Johanneshov,59.295113,18.080303,6576969,675413,"2023-11-29"
10072287,"Trim tab AB",FALSE,332206,Vasagatan 10,11120,Stockholm,59.329514,18.060635,6580746,674118,"2023-11-29"
10072287,"Trim tab AB",FALSE,333237,Färögatan 33,16451,Kista,59.401672,17.94677,6588484,667287,"2023-11-29"
10072287,"Trim tab AB",FALSE,332209,Glasfibergatan 6,12545,Älvsjö,59.28124,18.002253,6575223,671040,"2023-11-29"
10072287,"Trim tab AB",FALSE,335959,Måsholmstorget 3,12748,Skärholmen,59.273327,17.906868,6574101,665647,"2023-11-29"
10072290,"Iris Hadar AB",FALSE,332231,Storgatan 43,90326,Umeå,63.826103,20.256863,7088290,758499,"2023-11-29"
10072291,"Trim tab AB",FALSE,332235,Stora Marknadsvägen 15,18334,Täby,59.44531,18.071898,6593661,674163,"2023-11-29"
10072291,"Trim tab AB",FALSE,335892,Sundbybergs torg 1,17267,Sundbyberg,59.361668,17.966972,6584083,668632,"2023-11-29"
10072294,"Sandson AB",FALSE,332260,Bredgatan 2,22221,Lund,55.70626,13.192781,6174868,386441,"2023-11-29"
10072295,"Sandson AB",FALSE,332262,Odinsgatan 13,41103,Göteborg,57.70879,11.981139,6400296,320147,"2023-11-29"
10072295,"Sandson AB",FALSE,332261,Järnvågsgatan 3,41327,Göteborg,57.70044,11.95112,6399447,318317,"2023-11-29"
10072296,"Sandson AB",FALSE,336975,Kungstorget 8,25278,Helsingborg,56.044464,12.693987,6213427,356359,"2023-11-29"
10072297,"Sandson AB",FALSE,337061,Centralplan 8,21120,Malmö,55.608852,13.001143,6164360,374089,"2023-11-29"
10072297,"Sandson AB",FALSE,337062,Baltzarsgatan 18,21136,Malmö,55.604473,13.005472,6163865,374347,"2023-11-29"
10072298,"Arcus Utbildning & Jobbförmedling AB",FALSE,332284,Per-Eriksgatan 25b,70358,Örebro,59.283554,15.192041,6571642,510942,"2023-11-29"
10072298,"Arcus Utbildning & Jobbförmedling AB",FALSE,332293,Hagendalsvägen 28,69230,Kumla,59.1269,15.148478,6554192,508499,"2023-11-29"
10072298,"Arcus Utbildning & Jobbförmedling AB",FALSE,332294,Kristinavägen 33,71130,Lindesberg,59.593723,15.226998,6606188,512816,"2023-11-29"
